1205.2462403006994,235.2285059368896
1219.6664057562398,238.36696606249055
1234.118007252857,241.5452268551778
1248.6008002175793,244.74942372290616
1263.1149260090967,247.98163301218057
1277.660178198846,251.28434177689465
1292.2375204940874,254.61109333216731
1306.8458360489797,257.97500204654926
1321.486358386378,261.3917283673773
1336.1582387931949,264.81410695439973
1350.8618497383593,268.3154260922223
1365.5976848553928,271.8180209220585
1380.3646884416967,275.3344768487222
1395.1636043132357,278.9649764832174
1409.9951544090343,282.57310416600143
1424.8576435467055,286.15118633405245
1439.7516971823584,289.8153177637937
1454.677637299676,293.5498544853429
1469.6358055154928,297.30351928458697
